Categoria_Amazon;Categorias_ML_Correlacionadas;Fonte;ASIN;Nome;Preço;Nota;Avaliações;Categoria_Original
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0B8PDL7D4;Garrafa térmica Quick Flip Stanley|710ml;139;4,8;11.656;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B08DFCF9HW;Liquidificador 1400 Full Oster Preto 3,2L - 127V;188,9;4,5;40.85;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0CCB3HLGK;Kit 4 Unidades Forma Com Tampa Gelo Ice Flexivel Forminha Fundo Silicone 14 Cubos Alimentos Frutas Papinha;25,99;4,4;1.389;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0D2S1VBQP;Chaleira Elétrica 1,8l Inox Desligamento Automatico Cor Aço 110v;45,99;4,4;575.0;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0BZJDLT6Z;MONDIAL Fritadeira Air Fryer Forno Oven 12L, Preto/Inox, 2000W, 110V - AFON-12L-BI;521,55;4,7;11.523;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B07B9ZYR6B;Filtro/Refil de Água para Purificador PE11, Branco, Electrolux, 41037245;56,33;4,8;13.609;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0C2ZNDWK6;Conjunto de Bowls Tigelas de Inox com Tampa Plástica Electrolux;89,9;4,9;7.738;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0CX23Y6LP;Balança de Cozinha Digital para Alimentos em Inox Resistente a Água Com Base Antiderrapante e Visor de Alta Definição Pesagem de 1g até 10kg;28,59;4,3;2.599;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B097CJVNWS;Micro-ondas Philco 20l Branco Pmo23b 110v 110v;455,05;4,6;4.674;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B079Y8XFNN;Stanley - Copo de cerveja isolado, copo empilhável Stay Chill de 473 ml, para bebidas quentes ou frias;84,92;4,8;37.678;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0CN1L7B18;Dolce Gusto Mochaccino Em Cápsula Avelã Nescafé Caixa 170G 10 Unidades;18,9;4,7;4.174;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0CYVDJDC1;Bolsa Termica Marmita Lancheira Grande Alça Ombro Trabalho Passeio Academia Dois Andares (Bolsa Preta);37,8;4,5;1.992;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0B72QZXCC;Fritadeira Sem Óleo Oster 127V - OFRT520, PRETO;278,99;4,8;9.624;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B075TGQVHT;Agratto 784 - Chaleira Eletrica Inox, 220v, 1,8 Litro, Preto/inox;59;4,6;15.63;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B076FFGXKK;MONDIAL Espremedor Premium, Preto, 30W, 110V - E-02;55;4,5;14.517;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B08BG687L9;BLACK+DECKER Mixer, Misturador Multiuso e Portátil com Haste em Inox, Modelo M150;47,8;4,6;21.612;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0B5B7ZCZZ;Sanduicheira e Grill Britânia BGR27I Press 2 em 1 850W 220V;104,41;4,7;7.675;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0BPYT6NL2;LYOR - Forma Quadrada de Silicone para Air Fryer Cinza 20Cm x 7Cm;19,85;4,6;4.217;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B09VQ39F41;Mixer Vertical Turbo Chef Elgin 3 em 1 200W Preto 110v;104,5;4,6;11.396;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0G2GWYTWG;Conjunto com 6 Xícaras de 80ml Vidropara Café de Parede Dupla, Feito de Vidro Borossilicato - Kit de Xícaras para Chá, Café e Bebidas Quentes- Presente Elegante;47,49;4,9;31.0;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0BGJY3TVC;Mini Mixer Recarregável Batedor Espumador De Bebidas Batedor Ovos Fuê Portátil Elétrico (Preto);26,9;4,4;3.622;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0CD4SCM33;Panela de Pressão Tramontina Vancouver Effect em Alumínio com Revestimento Interno e Externo em Antiaderente Starflon Max Preto 20 cm 4,5 L;180;4,8;5.247;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0DZWXX551;Coador Filtro De Café 103 Inox Peneira Aço Reutilizável Dúravel Sem Uso De Papel Premium;29,9;4,4;597.0;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0FDLHZNS6;Frigideira Grande Em Cerâmica Cabo De Madeira Fundo Indução Fogão a Gás Elétrico e Indução Saudável Frita Sem Usar Óleo Durável;55,27;4,4;722.0;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B0BPYQK26P;LYOR - Garrafa Térmica de Aço Inox Explorer Branca 650ml;53,2;4,5;1.823;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Amazon;B07QK91PTZ;MONDIAL Liquidificador Turbo Power, Preto, 550W, 220V - L-99 FB;1408,9;4,6;39.119;Cozinha
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB18932156;Ventilador De Mesa 30cm Super Power Mondial 60w Vsp-30-b 30 Cm Preto 127v Prata Polipropileno 6;108,00;4,7;134173.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB55692293;Liquidificador Turbo Power Mondial 550w L-99 Fb Preto 127v;139,47;4,7;259864.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB23370533;Ventilador De Parede E Mesa Wap Flow Turbo Com 8 Pás 3 Velocidades;160,90;4,7;39401.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB14434781;Ventilador Osc Coluna Turbo 6p 50cm Bronze Premium Cor Da Estrutura Preto;238,75;4,7;49562.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB23414010;Aspirador De Pó Vertical E Portátil Wap High Speed Plus 1350w 1,2 Litros Filtro Hepa Tecnologia Cyclone 3 Em 1;207,00;4,7;42113.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB13409957;Chaleira Eletrica Atacama 1,8l Prateado 127 V Unitermi 1200 W;44,24;4,8;108196.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB46107953;Liquidificador Pratic Turbo Iii Mondial 550w L-93-bg Preto 220v;94,05;4,8;18620.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB16602519;Liquidificador Full 1400w 15 Velocidades Oliq610 Preto Oster;167,37;4,7;41757.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB17353887;Liquidificador Easy Power Mondial 550w - L-550-b Preto 127v;79,90;4,7;68758.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB27864827;Filtro/refil Original De Água Acqua Pure Para Purificador De Água Electrolux Pe12a/pe12b/pe12g/pe12v;74,19;4,9;37558.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB15578944;Liquidificador Ph900 Com 12 Velocidades E Pulsar Potência De 1200w Cor Vermelho 3 L Philco;157,00;4,8;68443.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB27291667;Ventilador Bvt400 Maxx Force 2 Em 1 150w Preto Britânia 40 Cm 127v Cinza 6;163,00;4,8;15087.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB19723843;Ferro De Passar Seco E Vapor Electrolux Efficient Base Antiaderente Vapor Vertical Extra 1200w De Potência Cabo 1,35m Esi10 Azul 127v;104,76;4,8;19094.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB23434212;Ventilador De Coluna Silencioso Wap Flow Turbo 180w 8 Pás Com Ajuste De Altura E 3 Velocidades;243,33;4,7;13883.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB6309815;Micro-ondas Electrolux 20l Branco Com Função Tira Odor E Descongelar Mto30 127v;449,10;4,8;39935.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB16016319;Batedeira Prática, Mondial, 400w - B-44-w;106,43;4,8;52768.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB14409030;Ventilador De Parede Oscilante Preto 50cm New Plástico 130w 3 Pás Ventisol;182,00;4,6;11430.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB22530387;Fritadeira Sem Óleo Air Fryer 4l Mondial 1500w Afn-40-bft Preto 127v;399,99;4,9;59643.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB35556218;Ventilador De Teto C/ Controle 6 Vel. Fenix Ventisol;289,00;4,8;25197.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB64277560;Ventilador Turbo 6 Pás 110v 50cm Oscilante De Mesa Ventisol Preto 50 Cm 60 Hz 127v Cinza Plástico;260,00;4,6;46199.0;Eletrodomésticos
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB44395377;Jogo De Lençol Queen Micropercal 400 Fios Sofisticado 3pç Cor Azul-marinho Desenho Do Tecido Liso;32,99;4,7;26650.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB47176254;Tapete 2,00x1,50 Peludo Felpudo Sala E Quarto Cores Cor Bege-mesclado Desenho Do Tecido Pelo Alto;59,30;4,6;39150.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB29614912;Cortina 3,00x2,80 Metros Blackout Blecaute Tabaco Corta Luz Em Tecido Grosso Para Quarto E Sala Casa Laura Enxovais;75,90;4,7;65450.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB16084462;Papel Higiênico Folha Tripla 20 Metros Neve Com 4 Unidades;19,59;4,9;23327.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB41705866;Vittak Kit 50 Cabides Adulto Veludo Slim Antideslizante Organizador Roupas Cor Bege;69,90;4,8;8045.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB27137282;Jogo Conjunto 10 Potes Vidro Hermético Tampa Plástico 370ml Cor Branco Quality House;110,00;4,8;5327.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB53899449;Kit 3 Câmera Lampada De Segurança Ip Wifi Com Visão Noturna Interna Externa App Yoosee Espiã 360º Cor Branco Casenn;169,11;4,7;44503.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB23958420;Detergente Ypê Neutro 5 Litros;34,90;4,9;13424.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB16084373;Papel Higiênico Neve Toque Da Seda Folha Dupla 20 M De 10 Un;54,43;4,9;16870.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB45900673;Capa Para Colchão Impermeavel Matelado King Elástico Antialérgico Protetor Antiácaro Silencioso Não Esquenta Caqui;69,98;4,3;29659.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB22658831;Detergente Ypê Clear 500ml Com 6 Unidades;14,99;4,9;15265.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB16601297;Água Sanitária Super Candida 5l;32,18;4,9;19734.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB47793257;Garrafa Térmica Quick Flip Stanley Preto 710ml;171,89;4,9;9282.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB40655338;Mangueira De Jardim 10m Metros Marqs Home Reforçada Trançada Não Dobra Verde;26,99;4,3;44691.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB48483123;Capa Protetora De Colchão Casal Matelado Impermeável Antiácaro Antialérgico Respirável Macio E Não Esquenta Preto;39,98;4,4;7746.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB36638741;Faqueiro 24 Peças Buzios Inox 23799071 Tramontina Cor Cinza Claro;76,44;4,8;40198.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB51543787;Jogo Lençol 2 Peças Solteiro Hipercal 400 Fios Leve Luxo Cor Branco Desenho Do Tecido Liso;27,13;4,8;8350.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB38307292;Tampa De Vaso Almofadada Assento Oval Plus Slim Universal Cor Bege;39,80;4,2;34353.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB17000921;Brilhante Lava Roupas Líquido Limpeza Total 3 Litros;23,20;4,9;10441.0;Casa, Móveis e Decoração
Cozinha;Eletrodomésticos, Casa, Móveis e Decoração;Mercado Livre;MLB17001015;Omo Lavagem Perfeita Sabão Líquido 3l;34,99;4,9;15980.0;Casa, Móveis e Decoração
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CP31L73X;Kindle 16 GB (Geração mais recente) - Leve e compacto, com tela antirreflexo, trocas de página mais rápidas, luz frontal ajustável e bateria de longa duração - Cor Preta;622,17;4,8;20.667;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B09B8VGCR8;Echo Dot (Geração mais recente) | Smart speaker com Alexa, som vibrante e potente, Wi-Fi e Bluetooth | Cor Preta;429;4,8;83.769;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CQMT33WX;Fire TV Stick HD (Geração mais recente) | Com controle remoto por voz com Alexa (inclui comandos de TV), controles de casa inteligente e streaming em HD;323,98;4,7;24.066;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B09WXVH7WK;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;379;4,8;74.719;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B086ZK1PP5;Adaptador de energia;99;4,9;15.39;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CFPL6CFY;Kindle Paperwhite 16 GB (Geração mais recente) - O Kindle mais rápido já lançado, com nova tela antirreflexo de 7” e bateria que dura semanas - Cor Preta;949;4,8;6.346;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CM7X424T;Capa de tecido para Kindle Paperwhite e Kindle Colorsoft, leve, dobrável e resistente a água – Cor Preta;149;4,8;10.005;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CFPHTMDX;Kindle Paperwhite Signature Edition 32 GB (Geração mais recente) - O Kindle mais rápido já lançado, com luz frontal autoadaptável, carregamento sem fio e bateria que dura semanas - Cor Preta Metálica;1103,08;4,7;3.042;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B09B2TSNNN;Echo Show 5 (Geração mais recente) | Smart display com Alexa, graves 2x mais potentes e som mais nítido | Cor Preta;699;4,3;9.259;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0C2RS4ZG6;Echo Spot com Alexa (Geração mais recente) | Despertador inteligente com som vibrante | Cor Preta;521,09;4,7;8.399;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CX8Y3CMG;Apresentamos o Kindle Colorsoft Signature Edition (32 GB) - Com tela colorida, luz frontal autoadaptável, carregamento sem fio e bateria que dura semanas - Cor Preta Metálica;1579;4,6;1.221;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CX8MT2M2;Apresentamos o Kindle Colorsoft (16 GB) - Com tela colorida e temperatura de luz ajustável - Cor Preta;1269;4,6;752.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CX4XSY3X;Capa de tecido para Kindle 11ª Geração (2022 e 2024) - Cor Verde Matchá (não compatível com o Kindle 10ª geração, Kindle Paperwhite ou Kindle Oasis);149;4,9;7.912;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CM7ZXQWC;Capa Premium com toque acetinado para Kindle Paperwhite e Kindle Colorsoft, leve e dobrável – Cor Preta;209;4,8;3.303;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0DKLQT9XR;Apresentamos o Amazon Echo Dot Max (Geração mais recente), smart speaker com Alexa, som envolvente e hub de casa inteligente integrado, ideal para sua sala de estar, Cor Grafite;789;4,2;187.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0DYC2GV1Z;"Amazon Echo Show 8 (Geração mais recente) - Com novo design, tela vibrante HD de 8,7"", áudio espacial e Alexa, Cor Grafite";1599;4,1;119.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CJZV2Y8X;Controle remoto por voz com Alexa e com comandos de TV - requer dispositivo Fire TV compatível;199;4,7;290.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0BLS36SHC;Echo Show 8 (3ª geração) | Smart display com áudio espacial, hub de casa inteligente e Alexa | Cor Branca;949,01;4,6;1.433;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0D349W5JK;Carregador sem fio (Made for Amazon) para Kindle Paperwhite Signature Edition 12ª geração e Kindle Colorsoft Signature Edition;1649;4,9;146.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B08J2C9FJ8;Fonte de energia bivolt de 15W - compatível com o Echo Dot (3ª, 4ª e 5ª gerações), Echo Dot com Relógio (3ª, 4ª e 5ª gerações), Echo Spot (2024) e Echo Show 5 (2ª geração);119;4,8;2.987;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B09Z48TGPH;Suporte ajustável para Echo Show 5 (3ª geração) com porta de carregamento USB-C | Cor Preta;179;4,7;12.603;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0C7XPTW5K;Echo Show 15 (Geração mais recente) | Smart display Full HD de 15,6” com Alexa, experiência Fire TV e controle remoto por voz;2699,09;4,5;210.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0FL4W1T1X;"Hisense Smart TV UHD 4K QLED 50"" Polegadas 50Q6QV com HDR10+, Dolby Atmos, Sports Mode, Game Mode Plus e Compatível com Alexa";;4,6;88.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B086WCG4SR;Adaptador de Ethernet da Amazon para Fire TV;149;4,7;10.818;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0DTXNR51W;Suporte ajustável Amazon para Echo Show 8 (4ª geração) e Echo Show 11 (vendidos separadamente) | Grafite;199;4,6;1.103;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B08J268C21;Fonte de energia bivolt de 30W - compatível com Echo (4ª Geração), Echo Show 8 (2ª geração), Echo Show 10 e Echo Show 15;149;4,8;375.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0DXNFVJ9H;Amazon Echo Studio (Geração mais recente), com design compacto, áudio espacial imersivo e Dolby Atmos, Cor Grafite;1999;3,1;35.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CGKPPK2P;Fonte de energia bivolt de 15W - compatível com o Echo Spot (2024).;119;4,7;120.0;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0BLL3KLMK;Capa para Echo Pop (Made for Amazon) | Lançamento 2023 | Brilha no escuro;79;4,7;1.69;Dispositivos Amazon e Acessórios
Dispositivos Amazon e Acessórios;Informática, Eletrônicos, Áudio e Vídeo;Amazon;B0CJLFQP4W;Fire TV Stick 4K | Streaming com Dolby Vision/Atmos e suporte a wi-fi 6 | Com Alexa e comandos de TV;Preço não disponível;4,8;10.027;Dispositivos Amazon e Acessórios
